product_id,quantity,wholesale_cost,sale_price,supplier_id
AWMAJFY6EZ71,2748,13593,1782,FJRZYGHL
KLP5L3PDXZRP,1669,12748,16598,HNDLTJYU
MFG1KA0P11G2,4964,39012,58362,AORTVRJK
MEI86UC3B4JC,1438,11604,18775,PJCATJDK
26W9D5GQ6UYZ,454,4131,5796,TZLPMDTI
PG04M4E7HU4B,3339,33751,56432,QJEFCBRL
YZGCOYASI6ZU,1161,1058,14431,KKMZEWVF
7LR77W2QNQDV,1293,14285,1917,TRJOUVJM
0IDCIZMKNE1U,1210,11285,13395,ZIRGEQBV
26ECA1X68WFE,1532,1058,12781,OFAWFZZH
IQGMX1W5P0SB,4213,40075,62076,UCLCUSLA
9B6TTLVYKE0M,1135,10891,12634,DDLLTRMN
5Z5XZU7WLPFE,3934,41691,69541,RVPCSDXG
7W4P27PJLGXE,3639,38092,44796,GTTZRPID
BVU7FUMQN4JH,3991,3783,69532,OFAWFZZH
8MCCUPTIWTK4,3213,45845,83667,TFBLZYXW
PZQZNRK9RAJU,1487,12665,19618,SRVZELTU
X733IPYDEDJI,3413,41014,73743,RNJCIUYL
T115SKFU69ZE,5359,40879,55268,XWGVAYRB
LMRQVRE4KGSD,438,3975,7421,KKARISPB
R9088KOGNXAP,1079,3139,592,VGXRNQAJ
5VWWB7U91OVV,15,021,024,GPITYYOL
RITM4BU82AHI,3986,43333,5603,GVAGELSL
COCQZWG93YMK,627,3975,5807,WNCIKAZH
528RDECXG1R1,1838,1217,16868,YGPSFNGF
BKMCSB8Y9775,1607,9083,13397,KTBUMQTX
E2Y5C857ON7V,1774,12252,16026,VGXRNQAJ
68N7ATQUNTMJ,638,3924,691,LTMCLIKO
TBUXLGMR0HBK,2860,10969,16443,OKUUQAWI
6ASE0NE95JMA,4042,41149,59707,EHZGGQIB
K7Y7ZW5WQLA4,2920,14024,19634,ZOVPNGZH
E8G8836KZDFN,212,1403,242,SRVZELTU
LYIY83I1HBDN,3693,3718,6737,OKUUQAWI
Y0XV78COZUPR,129,362,652,TFBLZYXW
EAD2UW4468X8,1432,13937,18759,VGXRNQAJ
LEZI4R21HBE8,367,137,233,EYBJXQSL
FNF923X8WSOH,862,3671,4482,AORTVRJK
ODBOYDSIHC2Z,1861,11764,1787,CEGCRLAR
OSB06PBH9LPT,2836,13253,15029,XWGVAYRB
38HF4HBFV17S,5671,3757,64808,LTMCLIKO
7XB1FUORUYMO,3729,38485,51262,KVAOMJGP
9UITB18Q6B1B,3066,43333,63526,LFHBLKHY
VCZZ8TXFHN3F,2257,10427,19426,YDAZLCXS
8B9IZQC2IDG1,2777,13593,18432,IUWGNGUF
GVCB2D314D4C,3803,44303,5241,TZLPMDTI
VVH11H8U5XNT,5612,38092,67156,XWGVAYRB
LSHPT3U0X1MJ,1431,13337,14884,FIOIUSWS
J8OKCF1FENJI,5746,41555,529,FJRZYGHL
5MJPS0J80MZI,1247,11684,20669,XEUXXZUP
A054IH7GEJE8,2680,11684,14009,HFBUUWAM
739C88ZOLOP1,285,671,852,GVAGELSL
VZ9BMAVDTSVE,1394,10046,16907,OBAPKGCH
U62JEZYMKV2Y,2344,14636,24735,FIOIUSWS
P51NCPERMFB9,3629,36535,68028,FXUUGNNI
YX60FO824N3U,4412,39542,60064,IJQFBKWU
TNAKS4XG9SWC,2649,14111,15804,OKUUQAWI
DL1MN5ZYBS4U,2791,13253,18355,IEQQZVXQ
DV0UEQ520QP2,3700,43195,803,GOFGWMHT
8SRM4FW3ZB3H,5778,4061,71271,ODTUSZDU
NBDZ7MOZQA17,2616,10658,17447,FXUUGNNI
A9IPGVBS2MOO,19,05,083,FJRZYGHL
8RS7D9404411,3104,41284,67582,VGXRNQAJ
L0YZ7XSUC4GR,2644,13679,19137,HEWKQDYA
XQNP3Y5FE0MB,318,1437,2485,KKARISPB
92WDWDGBVRBC,798,3425,4963,WNCIKAZH
2GYM09PH4YNV,303,1719,3056,FIOIUSWS
S95S4V2RWLT7,696,3425,5781,IJQFBKWU
9WH3K466LCE2,4565,39941,67021,ODTUSZDU
7SUO71TWFPZ0,2754,13168,1696,URFLPKDD
53FLOVBYN28D,1398,14111,20955,FIOIUSWS
OPCOYS2P6LVD,3394,46128,79848,ZIRGEQBV
AYOR5QBTPFH5,1207,1058,14685,GOFGWMHT
GKRWRFJPCODD,861,429,4951,KKMZEWVF
23IHCT8YHXE3,4267,41555,4704,VGXRNQAJ
1C65M7KOKP2S,1750,12582,22811,NVZUNVGI
3HO95A72GL8S,4358,45002,72813,PVMVECHM
X7BSO3BCDTQU,478,3621,4646,TTNTZICM
TJO2TG2VWU69,4809,45002,54587,RVPCSDXG
O4RLDVWI9705,3175,39542,65323,WNCIKAZH
U2WCE8VS9SRX,1816,1035,13124,KEKAHFDF
0ZYIVIVSZN6X,4105,38616,52904,NVZUNVGI
RWQXJ4S40PRQ,3060,44582,8319,IJQFBKWU
Z4AI1YPOSWZM,4042,41284,7171,DQPANBWY
4MBE5CWR9GAV,4118,34126,51496,AORTVRJK
GQ6XNAJZKJBM,5612,42099,77083,YHVDEOGN
CWFJ6A4LYUQD,4291,43333,56333,YGPSFNGF
MV3JZE5YTGF0,2222,13508,14886,ZNNZEXFV
QVLH28EUB1Q4,5332,35385,42214,RIYWLJPR
3WODGG5Q4GN9,3855,4061,49585,ZNNZEXFV
KDF76LVMHRPU,4472,3757,49405,GTTZRPID
BTF3X76K5ORW,1012,4397,7602,TRJOUVJM
JEC13BWM0J2B,1381,12582,20005,URFLPKDD
PNU1TZ8Y857T,2649,11845,14024,RIYWLJPR
70LV404D1WGV,4493,43333,50223,OBAPKGCH
ZKPAK44368U6,2447,10813,16003,DDLLTRMN
M4X9V8MZGWLU,1837,982,17313,KOMANXUE
55PV8E21NXGT,3165,36793,58133,CEGCRLAR
1STG4SP0O8JQ,5426,41284,54123,VROJQKAT
FDZO4L1T6PZZ,930,3473,5296,NVZUNVGI
ILV8PRZTTYUM,3776,40745,64173,FIOIUSWS
5ZJ91BY7BEQE,3070,41014,51309,AYRCBWOS
DK02GB7AIVZ5,3917,41284,53834,XWGVAYRB
OMSZ2V3MFIQO,3799,40476,73343,ODTUSZDU
W44XLL7YTCMQ,4142,40342,70639,LTMCLIKO
K6SQEBABXPT6,4432,39542,70662,AORTVRJK
8U4O50KVCD7Z,1564,11845,18443,VGXRNQAJ
OGSP0RXJ9JJT,2803,13084,18448,ZWXYADXZ
IND1IWO4UXDI,2901,12832,18529,TRJOUVJM
CINIB335G7R2,1395,11285,19139,XWGVAYRB
G630E8GKUS10,2892,14636,21793,WNCIKAZH
6H0EJ85QXL4M,2207,1035,16208,TFBLZYXW
N9B1IBW05RSA,2568,13508,17371,DQPANBWY
48PHZ74C9QG2,2192,1035,11644,RNJCIUYL
HCR40K2IFDN1,4239,4292,58629,HKKADSEQ
LUTCE6S6MCT8,6008,4061,70052,IRQLGAMK
PGEHZ3WD8MVC,4839,38222,56874,WZIRABCC
OWYT0U94AU3U,6065,40075,5871,ZOVPNGZH
5P3CANFEUL4P,5121,39808,53024,AORTVRJK
ZMTLNW7D9QVO,999,4184,5828,HKKADSEQ
5TZJ9XLXESHG,3796,40075,72736,TFBLZYXW
FC69ZRQV0EAS,4414,41284,746,TFBLZYXW
X9JP404J9STB,4341,42509,55687,DDLLTRMN
8AK0O4D2G8MT,3964,34753,59601,RLSLWIJL
VYH1X6IBPEMJ,5499,40879,68799,XWGVAYRB
YW6MV5YDNJ7E,4757,38222,61767,LFHBLKHY
7SURR7N5INZA,5189,39144,47325,KEKAHFDF
IJCJJVG58X0P,1771,12089,17964,SRVZELTU
LG22V3IO8ISF,823,3376,553,FXUUGNNI
TADA2QDC1O5J,1413,13084,16316,EYBJXQSL
FLPY3CVRRY03,3623,44025,66434,OFAWFZZH
RE07AFJY53JY,5667,39808,62618,VROJQKAT
T1LBC6P39WC5,2648,12999,18966,KKMZEWVF
EA4MASMDEK1O,2629,14372,26488,LTMCLIKO
0RF05J54YEPI,1275,10813,15668,FJRZYGHL
DG7ITX3TMX8P,4064,4061,45036,TZLPMDTI
A7JX4MIPCVUV,4298,39675,46896,AYRCBWOS
ROA7OWDFT4Y2,1149,12582,22446,EHZGGQIB
6FGTT1RXOMAJ,4522,34376,58577,EHZGGQIB
N0FTOVAYZU8N,5659,3718,55249,NVZUNVGI
O1OTLBOVURSL,2368,12665,16414,TZLPMDTI
NLLDWEC22NVP,1960,12999,18394,XEUXXZUP
ZCFN8S1F6CH9,5129,40342,76246,FXUUGNNI
CEEBYOGB9GEY,1547,13253,23206,XWGVAYRB
1TZMEY8PK12Z,5029,38485,65463,ZWXYADXZ
85W5PTIWUUW0,660,3721,4272,DDLLTRMN
LPEPFAXQRRN4,900,3046,3448,QJEFCBRL
ZM13LPH7ZX4G,3646,41691,67831,HEWKQDYA
KIQCXLU71NE5,2825,11604,14679,CEGCRLAR
BXFDCG31G6IC,1594,11926,21264,TZLPMDTI
6BVVTZQRR1T2,320,826,1436,IRQLGAMK
DUHB3X8DIZYZ,973,4079,514,RLSLWIJL
71D0BX76RK32,5717,43333,52823,PVMVECHM
ICWOUDQAAYPH,3480,38354,67043,NVZUNVGI
Y1TTEBUTXH77,18,111,13,QJEFCBRL
74SHGLF8VJPR,645,3571,5399,ZNNZEXFV
GNDSC5Q3JDCW,3500,35512,60939,KKARISPB
KLW8RS1RPR6Y,4707,4142,47509,TTNTZICM
ZVRKS7PSVYAO,5539,42099,70137,HNDLTJYU
IM8706955ZL5,882,3425,6422,XWGVAYRB
RPLVDHRF9ARI,5119,43333,66559,QJEFCBRL
HY32F2AFQ9TN,2886,11048,1961,YDAZLCXS
6HQTW66K7YIP,4387,42646,73778,HEWKQDYA
72XSO6OB9854,2887,1217,22916,VKDSRCAM
DL3TPHE8V71C,3228,40208,45596,KKMZEWVF
5ROKGNO1U5PV,2005,9895,16149,URFLPKDD
ZGI9PO2VHVMX,1535,14285,26256,ZNNZEXFV
1MA5X9CBDYT1,5208,32639,57869,RNJCIUYL
6Q2OBTIGDSZH,4784,35259,50068,IUWGNGUF
OGNDK98EYTZ1,854,4397,5699,HNDLTJYU
8IK1NLHCQLXP,4426,44164,83337,KKARISPB
XK7N74NWL599,4823,39409,60217,KOMANXUE
8O26EF21WYW2,5592,43886,66619,VGXRNQAJ
6VTDA54J7UFN,1672,10813,15063,TZLPMDTI
DQ08NC1C1AUP,993,4505,6456,IUWGNGUF
3T3JEB1OBBIS,341,966,1778,KKARISPB
H3314IETKDHN,2868,12582,14947,HEWKQDYA
E2HLE885EH91,645,3873,5252,YHVDEOGN
FHXI496HOQJ9,4657,42099,66348,HKKADSEQ
L3FHRM1K0ZPU,2632,13168,22781,ZIRGEQBV
OKZRS87S8IMG,4729,34126,51291,ZWXYADXZ
ETCK1B6Y1NAS,2083,11604,13484,QJEFCBRL
WQLGBFODXTPF,1878,16537,22127,FJRZYGHL
UKAARVAJ04JM,282,1054,1873,XWGVAYRB
UDSHKY4N2EJA,3988,39542,49467,ZWXYADXZ
0IK9C16IT6VH,5882,40342,6955,LTMCLIKO
78RLCF54TVJM,4646,41691,75961,ZOVPNGZH
4ET2LHACEOZ9,2537,12417,17707,WNCIKAZH
EK0OWJWJWS7J,269,1054,1721,RLSLWIJL
F0RRPLF93UAL,3965,45142,63063,CEGCRLAR
JT8J1RZBKJ9S,840,2818,4864,YGGDUMLL
41SF0PT00I70,3472,46838,8562,LFHBLKHY
JES58QTLS4DI,3142,377,66126,HNDLTJYU
HJCWRTTI4NZD,6001,35767,50217,YGGDUMLL
GLCCMHOI4MBZ,4561,42509,50246,ODTUSZDU
W598OB8CN608,117,271,406,ZOVPNGZH
1IYPWKVHVQVH,3207,40342,45869,LFHBLKHY
AHZV72TZDZGR,6006,41555,59174,GPITYYOL
OV40ORAKM07O,3818,39808,60787,RIYWLJPR
81V9W9QF0DMM,2078,13337,23113,LTMCLIKO
S6BWN9SJK3UH,4884,40745,7493,PVMVECHM
8SEQQVC7DWB6,5097,41149,53617,TTNTZICM
EO6VST26XD7H,4248,42646,74417,FXUUGNNI
X6NP56NA5SFN,1969,13508,25057,IRQLGAMK
T1GDPLWLRASR,4108,38485,72082,ZIRGEQBV
7ESBOZGOHPGN,946,3924,6993,IUWGNGUF
9J9J2ZE6UC55,4222,43058,79442,HKKADSEQ
K2C2JNYBC30Q,186,1272,224,VKDSRCAM
8SLNQNNLM80O,2675,14813,25478,LTMCLIKO
5S6PJBZUA3AH,5751,36922,66053,DQPANBWY
IHXSQPKR2RCC,2964,11127,155,GPITYYOL
XY4UQPMHU69V,1183,12582,22924,VROJQKAT
R27019AP14NJ,2456,11205,17144,GTTZRPID
SJTNAPKX50I4,2386,12916,21841,YHVDEOGN
R88WCDB20VFX,2879,13765,23139,HKKADSEQ
RBUULCX5LW7M,193,1437,1816,FJRZYGHL
DV4KYGSDS3DU,5290,39941,58394,HNDLTJYU
5KJH64SSP8NR,1808,13168,20819,GTTZRPID
8F0CJ13QWLIL,438,2555,4259,IRQLGAMK
VGNLWXZMVWKQ,4622,41827,74912,GOFGWMHT
H1DELO6TX22R,5505,38616,5831,KKMZEWVF
V2XKNI28EHPY,2278,10658,15603,KKARISPB
71CPUEGF6XCE,4041,43195,6341,GTTZRPID
1IF3LMSB508P,2116,13253,24518,YDAZLCXS
NZ3XN6NW02QK,2496,10891,16097,ZIRGEQBV
1NC5ZGBJ4YNU,3444,44722,805,HNDLTJYU
RWEJ7OU07J15,2700,11764,16375,GPITYYOL
JNBM5F8KVUT5,3330,3615,66371,YGGDUMLL
0VU595X4S886,5403,43471,54426,ODTUSZDU
H9XD2BQ218D5,5808,38092,51691,TTNTZICM
PBISXHDTB3Y2,208,995,144,LTMCLIKO
U4PQCT4SIUWK,4825,38092,45177,KKMZEWVF
VJ3WKQGDKF7G,3934,39012,65189,XWGVAYRB
Q63QI19O5HI5,1694,11684,2137,XEUXXZUP
IL7BI4MMJ57I,4929,38222,45637,NWWATLIP
5ZPPKQW5ZEXJ,2297,11926,13119,HKKADSEQ
FXCQB2A3P8GV,3227,38616,54564,KKMZEWVF
Y8Y8CGMJ4JGA,2458,13765,23001,DDLLTRMN
J3KRZID9BCRW,5084,3615,46995,WZIRABCC
1TI578A79E4V,416,3522,5061,YHVDEOGN
KPI0Z6OR6TED,6002,36922,64835,KOMANXUE
CJPABXVCA1FW,4011,42235,74503,PJCATJDK
Y8JGDMI30G8R,3037,40476,69173,OFAWFZZH
SFRKCSA8SSA6,4587,35132,57441,HNDLTJYU
BLFD8SX747JQ,4786,43471,69858,TFBLZYXW
EDOR5WRZ57UA,363,1208,1642,PVMVECHM
PU0MS2TWIGXC,2233,12089,15788,WNCIKAZH
BTSYHJM5AK00,5056,39808,44227,HKKADSEQ
4KAJ059C9OTI,5781,42235,73235,HFBUUWAM
OISA49Y9DZ4H,5237,42783,76025,IUWGNGUF
OCGVDDEMF7NM,2184,11444,15495,GVAGELSL
8LNB67S0T70E,4186,41284,53174,HNDLTJYU
7PVRJVPBJTAK,1556,13337,19419,OBAPKGCH
LSRL4Y53LQ5F,4881,37961,61079,WZIRABCC
T0Q1WUBIB5UR,4175,38616,58078,TRJOUVJM
W5TJ0WYJAJLU,5678,41149,72669,YDAZLCXS
YC6R3JKO4P7T,5090,38748,4611,HKKADSEQ
GZSFWHTUWU57,1818,12748,20779,RIYWLJPR
LNXSP2546QZ6,2263,13253,23073,TFBLZYXW
RBRKSSJ3THOT,1033,4079,5237,DDLLTRMN
QG3KMFG4LR17,5471,39675,73597,VKDSRCAM
UMOMXZ5XJTLK,4019,41014,47699,OFAWFZZH
NMY0XDMDDD9K,2285,12665,21695,OKUUQAWI
25HNKNHW1NUS,5987,3757,5102,WNCIKAZH
FMYSNR4B9V2D,1296,11926,17555,YGGDUMLL
MUVV3GCOAKSJ,3523,43609,58392,NWWATLIP
EHMM4GO2BSG0,3766,4292,75282,IEQQZVXQ
XGFJKY9W3Q9J,236,1793,2455,HNDLTJYU
3N36JHK84H1O,5810,40476,61928,TTNTZICM
W23J070HPWWG,3829,41691,75336,TRJOUVJM
9MNAO49NORY6,186,1304,2066,NWWATLIP
0X6YGDGZYF5J,346,1611,261,OFAWFZZH
UM1JJ0LJUZ0L,2832,12334,20055,RNJCIUYL
A7ZSGT69ZVJZ,3898,41555,48287,AORTVRJK
6ZSH3SCULRQJ,5835,43333,69506,PJCATJDK
DBHEVCSY3CNA,1606,12007,14829,ZNNZEXFV
7RIMRT8PKJBU,4888,41149,75673,URFLPKDD
LEK5JI0JSFWF,3572,39012,5411,PJCATJDK
FI6TQCC9U7UX,2547,14991,19758,IUWGNGUF
V6N6U11N1LR6,3528,4142,59313,RLSLWIJL
GUB9X4GZPIJ1,775,3571,5049,NVZUNVGI
4KWTFO3MLJ08,3757,38485,50223,KKMZEWVF
98E7UFULHRRM,1790,12334,17983,YHVDEOGN
SIH3RVST0IOR,2577,14724,21026,ODTUSZDU
08HHHO4AXW3H,5706,38354,49515,XWGVAYRB
XZ3O825JW4QO,4499,40075,50815,KVAOMJGP
XPHPE94QK4GF,2119,12499,23573,HFBUUWAM
01Q5UTEFGJAB,5243,41149,61641,FXUUGNNI
SCVS1NABX07Y,3578,40342,73019,RVPCSDXG
H67G7947ZT2R,2104,11764,21528,LFHBLKHY
2QG6DFTPLYA1,1552,10427,13461,PVMVECHM
RSNDAKP7UTAZ,5327,39276,54711,RVPCSDXG
KS89EOR8L593,5755,3888,70373,YGGDUMLL
FXK87JXGUWC8,3839,41284,66632,KTBUMQTX
3J7Y1ST4Q5AU,5663,35512,62075,TRJOUVJM
41KSE9QK54E0,4357,39675,71931,SRVZELTU
0ON5FRKAH1TL,2459,11364,20955,FJRZYGHL
JB3HYQYE2OLC,2580,12007,17038,GPITYYOL
HCUCZL4MVBXS,4799,36793,66559,YHVDEOGN
CLT1U3LMWFAB,3010,47266,83803,ZOVPNGZH
MZIKE2Z0PW6Z,5798,36922,64872,KEKAHFDF
E4JSVCKX13KA,3566,38485,43219,HNDLTJYU
QPQ4JDFMS4BM,841,3771,5012,QJEFCBRL
FTNM4KIH0FCO,4831,36535,53962,GTTZRPID
D8GPTC1IOCEP,5569,35385,41577,PVMVECHM
P5H687E92PIW,3343,39144,74334,PJCATJDK
2L1K0E80NJI8,4632,42783,64517,KKARISPB
VV2M0SYJLU58,5713,39941,61549,GPITYYOL
LT3D5CP3T7N2,1930,14548,25459,AORTVRJK
YMLCSVEX9USM,5702,43748,71615,YGGDUMLL
PY3ON5DOGO0Q,3688,38222,61193,HKKADSEQ
T1R36QK0NZ9T,4634,45987,52333,PJCATJDK
FCFH7EX000CY,2709,15893,21026,HEWKQDYA
M2LW3E440EVC,3208,36793,58574,SRVZELTU
U6P625I2YM21,3087,40208,60191,URFLPKDD
JVSTHQC3FHZ7,4272,47123,59611,PJCATJDK
VLODA1WLFP8F,1378,1217,14592,AORTVRJK
HQH3PJWDYAJ2,3039,41555,62831,HEWKQDYA
M509GFIBCXAW,5137,377,52855,TRJOUVJM
L08XU2172DV6,2705,13337,19339,YDAZLCXS
QGAPNT77LR12,5545,41149,72834,NWWATLIP
E8JDJU8YGZ6Y,2253,13253,2363,KTBUMQTX
JF3ENYOCZLVV,1487,11926,14955,KVAOMJGP
77YMNR77YGBL,988,3621,4917,VROJQKAT
LZD9OHUCEPU1,3352,39675,56299,ZNNZEXFV
A1M2Q4UA3TDM,2396,14024,22719,ODTUSZDU
ZI00HE9SDOW4,1889,12334,17107,TRJOUVJM
2GOW4UFVNGI4,100,362,521,EYBJXQSL
H6F1Y6GMXEUD,4319,45002,52157,VGXRNQAJ
OKEEC3XQXT7M,1032,2954,4109,DQPANBWY
Z6CRG20T0Q57,1935,11048,19864,KTBUMQTX
X7F2F46SVWZA,4123,42099,73168,URFLPKDD
1JZTC0FWHNEL,5598,45002,77988,KKARISPB
6D8M61HAJJYH,3670,43058,6928,IEQQZVXQ
PGL5EUE7FDVD,3764,38748,54208,HEWKQDYA
79LHN635ZJV0,5969,3731,46078,WNCIKAZH
QK5BQ0HP3WBM,3938,48272,85393,GOFGWMHT
J3K4FS9A7ZZ1,2321,10046,14969,ZNNZEXFV
FS9A9ZV6MWJD,5224,45563,55541,GPITYYOL
SX89WGF0LZF4,2919,12007,15033,RNJCIUYL
Y0G1W0T4WFIV,4884,36664,4506,FJRZYGHL
TXNRNM3Q2M5C,333,1337,2489,RVPCSDXG
94R5WMZ6I2QN,6026,46128,79156,GPITYYOL
FTX8UUUPE64M,4414,38748,68584,HEWKQDYA
4IW8R6GJX137,2765,15439,22572,IEQQZVXQ
GMY7C1XZT49B,5198,4061,44752,VGXRNQAJ
EP1K3DFNFHYN,5426,39144,44742,FJRZYGHL
79L9C2UZCOGW,1588,13253,20926,HEWKQDYA
X82GWNBP8NOT,3387,4142,77083,VGXRNQAJ
RTE49B5Y9K9Y,4167,41555,73802,YHVDEOGN
EUMCR7L801K2,4127,41691,5424,NWWATLIP
EZQOJW6JN9HX,1849,10813,17009,RLSLWIJL
EVJSLTIJVEFS,2427,1058,16388,RNJCIUYL
614GEYXN6INN,2441,12252,17643,QJEFCBRL
K1NPAGBV2TCA,4747,46981,55626,TRJOUVJM
74G4R7ZQASKW,1405,11764,1874,EYBJXQSL
CJTOSJYV6H11,3880,38092,67766,RVPCSDXG
L7V8BRP23DPN,3607,34627,63714,FJRZYGHL
7DYJS5JZZ12P,2261,1035,19106,ODTUSZDU
15Q0522EZ3NL,5413,377,57266,NWWATLIP
CWFPCFJB805V,5588,40075,65002,ZWXYADXZ
9W4ZNB1PBZJL,5516,36922,43789,TZSKCWFE
4ECSLJ0LXF4B,3298,3564,47936,AYRCBWOS
6ACMCSMTURTP,5302,35005,66264,TZLPMDTI
N0MSEFPBHMAH,70,422,671,KEKAHFDF
E9QCB5L51NAA,4780,38616,47266,RIYWLJPR
GPFSJ6JGXV5U,3700,38616,57036,IEQQZVXQ
FO1SVMDCSGSS,4926,40879,77261,RLSLWIJL
YPND5VEQWIE9,4784,42099,71021,YGGDUMLL
VPETBP9DIE7T,2265,10969,14775,XWGVAYRB
C1L3THPZZF5C,3894,3718,60009,KOMANXUE
985BIS7X62EA,4862,3783,64424,AORTVRJK
BF8IFCGXT41K,3337,40476,70428,HEWKQDYA
6WSW7PUERYHC,5761,37051,45906,GOFGWMHT
O1IMTIVMSN8A,4579,35767,61734,CEGCRLAR
R1QTCYNPAYHB,1422,13765,26154,UCLCUSLA
9ZH14AQ5DJ7M,3831,4142,57491,KVAOMJGP
86IMACMDKQSR,3940,39144,63296,UCLCUSLA
VSIPMVS9IA85,2389,12665,16021,EYBJXQSL
2YVB6VTKO423,513,4669,7652,IRQLGAMK
5T28FI1Q639W,1036,4237,7737,KKARISPB
YAX6V8FLWOX9,3800,41691,67081,WZIRABCC
4RGJFBUJ9BMI,2750,1217,13618,PVMVECHM
TEEWD6BOGMS6,5775,40075,48411,TFBLZYXW
LEGU4CD7UNZQ,2192,11364,14478,EHZGGQIB
JG1K6FZQUY97,1772,11205,13625,XEUXXZUP
C295L6L4L2QP,4518,39808,71694,RIYWLJPR
RAWVZQ1TNELE,5003,39144,67523,RNJCIUYL
Z2J7JRMZWTJH,1668,11926,1647,UCLCUSLA
B0XU59JSFXLQ,4076,42235,7049,XEUXXZUP
8RGYKL1IK1AP,3512,38354,61098,FJRZYGHL
QPUNJ1X6MFY1,4646,46981,63471,RNJCIUYL
SG87O20T2XK4,478,3822,6964,TZLPMDTI
9ACAVXTVVXAA,5567,40476,48328,IJQFBKWU
604AZL1WNPIG,4266,39542,69396,PJCATJDK
J5I8NEKXR985,1174,1217,20105,UFLRDHFM
038XLPJF0MWD,5987,38092,69899,VKDSRCAM
ZWIO0K0FRX0E,5117,44582,78955,TRJOUVJM
P5NR97NHX0MJ,4409,43195,48594,AYRCBWOS
WO1UUCUJBI09,3981,44025,57585,KTBUMQTX
CDGSHK9IXPAW,1875,14813,26989,YDAZLCXS
9G5BURMLPD2Z,5021,35894,62779,FIOIUSWS
CMC5XS9U6L27,5248,43748,7144,IEQQZVXQ
LCH2JYI1ID90,3860,43886,71841,GVAGELSL
NHQ3LGZ5MEI2,3648,38485,72121,RNJCIUYL
FV7YETH8C1UB,2152,10735,1753,FIOIUSWS
GM6SSYXP0YH3,2320,11845,20172,RIYWLJPR
KRXGQVUJQF9Y,5348,44722,49463,TZLPMDTI
65FZYOJ9HJRL,983,4505,6451,AORTVRJK
87B2SW8DJIFV,96,463,728,FXUUGNNI
3NCI76MQV85F,4881,37961,49122,OKUUQAWI
YWB7LR036OFX,1137,11523,14058,PJCATJDK
K91WEA5OLFID,1660,12832,14847,RLSLWIJL
LCETU2N3UAPG,4674,47123,71014,ZNNZEXFV
DDZYRAV3UBSG,1855,1508,19966,OFAWFZZH
AE2TQDXO6CEU,3473,32885,56102,TRJOUVJM
P44UIPZ6KT40,4454,39012,69012,KVAOMJGP
114AW7N21JD7,3426,44862,64108,TFBLZYXW
